등급분류번호,게임물명,제작자,자체등급,자체등급분류사업자,결정일자,구분,결정등급
RE-OM-240912-008,Call of Sniper 3D: WW2 Shooter,Yoi Games,15세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-009,Centaur Survival Simulator,Aziza Rahman,9+,APPLE,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-010,Pirates Never Die,KDANSS LLC,12+,APPLE,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-011,Zombie War FPS Shooting Games,Ayesha Umair,4+,APPLE,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-012,Zombie Trigger - Shooter,Gadara Hetal,12+,APPLE,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-013,Home Defense!,tiplay studio Oyun ve Teknoloji Anonim Sirketi,12+,APPLE,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-014,"Gun Games 3D: FPS games offline. Modern strike gun shooting games free. Play free games, Enjoy sniper games & multiplayer games of best action games.",TERAFORT LIMITED,12세이용가,Samsung Eelctronics,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-015,Gun shooting games Gun war: Modern Ops FPS pistol shooting: Call of Gun Duty Cover Strike 3D Combat Mission Gun Strike 3D Pure Sniper tactical Shooter,Muhammad Usama,12세이용가,Samsung Eelctronics,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-016,World War: WW2 Beach Gun Games,Fire Hero Fun Crazy Games,15세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-017,Gangster Game Crime Simulator,Outplay Games,15세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-018,Sniper Agent: Hitman Contract,Dashbit Interactive,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-019,Secret Agent FPS Shooting,MIZO STUDIO,15세이용가,Samsung Eelctronics,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-020,Sniper Game Of Commando Strike,Kloitro,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-021,Sniper Games-3D Shooting Games,CupTie Fun Games,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-022,Freedom Fighters: War Defense,Muddy Games,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-023,Psychopath Butcher: Scary Run,Games King Entertainme nt,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-024,Zombie FPS 3D,RandomStu dentTitle,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-025,GUN WARFARE 3D,kevin.wang,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-026,West Cowboy Redemption - Horse Riding Cowboy Games,TW GAMES STUDIO,12세이용가,Samsung Eelctronics,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-027,Commando FPS Shooting Games,RedHawk Interactive,전체이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-028,Special FPS Shooter PVP Games,Trend Fighting Games,15세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-029,블레이드 X (Blade X),YJM Games,12+,APPLE,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-030,Zombie Frontier Kill Survivor,Levi and Skye Productions,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-031,Blade X: Odyssey of Heroes,민용재,15세이용가,원스토어,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-032,Grand Mafia Gangster Games 3D,MR360 Gaming Studio,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-033,Dirty Black Ops: Duty Warzone,CALA Games,전체이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-034,Dead On Duty,X Epidemic Entertainme nt,15세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-035,Critical Action Strike War Ops,Fun Hero Brother Games,15세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-036,Real Theft Crime Robbery Games,mairGamez,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-037,Black Duty Ops of WW Warzone,IGI Studio - FPS TPS & Cover Games,전체이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-038,Indian Bike Driving 3D Game,Gamers Den Studio,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-039,Open World Gangster Auto Crime,Game Busters,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-040,Musashi vs Cthulhu,QUByte_Ga mes_Desenv olvimento_d e_Jogos_Ltd a,12세이용가,Microsoft,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-041,Warzone Agent,Dream Harvesters,15세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-042,Shadow Sword,Minimalist Games,전체이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-043,Shoot Gun Sounds Gun Simulator,Fun Racing Action Games,15세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-044,Battle Royale Fire: Gun Games,CALA Games,전체이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-045,Tartarus,METAHEIGH TS STUDIOS,15세이용가,Oculus,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-046,Gun Strike 3D: Cover Action Gun games 3D - Free Shooting Games Modern FPS Commando Shooting: Cover Strike Counter Terrorism Shooting Game,Muneeb Mahmood,12세이용가,Samsung Eelctronics,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-047,TheUndead: Zombie Sniper Game,Ropstam Game Studio,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-048,Agent Hitman Gun Shooting Game,360 Gaming Studio,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-049,Zombie Shooting Killing Games,Soft Heart Gaming Xone,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-050,Zombie Sniper: Dead War Games,Mind-Blowi ng Action Games,15세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-051,Cover Strike: Zombie War Games,Global Games Studios,15세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-052,Zombie Shooter Attack,APC GAMES,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-053,Zombie Monsters 8 - Mutants,Enax Games,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-054,Crime Mafia Game Gangster Game,The Dream Reveal,전체이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-055,Zombie Hunter,Wynthe Entertainme nt,전체이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-056,Zombie Hunter 3D Zombie Games,Play IT Game Studio,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-057,Zombie Shooter,Ararat Games,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-058,Zombie Siege: Survival,Li Lin Chuang Xiang,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-059,Blackjack 21: Card Game,ARKA OVERSEAS LLP,15세이용가,Samsung Eelctronics,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-060,Coin Dozer Carnival,"Liaoning Minxi Technology Co., Ltd",12세이용가,Samsung Eelctronics,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-061,Diamond Rush Casino Slots,Domas Kirdeikis,전체이용가,Samsung Eelctronics,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-062,Scat (31),Khokhlov Vadym,15세이용가,Samsung Eelctronics,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-063,Zombie Survival School,sk2000a,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-064,Weed Master Idle Tycoon,Trend Entertainme nt Games,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-065,키스 더 드래곤: 판타지 오토메 초이스 스토리,StoryTaco.in c,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-066,키스 더 드래곤: 판타지 오토메 초이스 스토리,StoryTaco.in c,12+,APPLE,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-067,나와 저택의 남자들: 고수위 오토메,StoryTaco.in c,12세이용가,Google Play,2024-09-12,직권등급재분류,청소년이용불가
RE-OM-240912-068,나와 저택의 남자들: 고수위 오토메,StoryTaco.in c,12+,APPLE,2024-09-12,직권등급재분류,청소년이용불가
-,퍼즐 오브 Z,"BLANCOZO NE NETWORK CO., LIMITED",12세이용가,원스토어,2024-09-12,등급취소,등급취소
-,퍼즐 오브 Z,"BLANCOZO NE NETWORK CO., LIMITED",12세이용가,Google Play,2024-09-12,등급취소,등급취소
-,퍼즐 오브 Z,"BLANCOZO NE NETWORK CO., LIMITED",12세이용가,Samsung Eelctronics,2024-09-12,등급취소,등급취소
-,퍼즐 오브 Z,"BLANCOZO NE NETWORK CO., LIMITED",17+,APPLE,2024-09-12,등급취소,등급취소
-,2048 Fashion Balls,Henan Da Network Technology Co. Ltd. Chen,15세이용가,Samsung Eelctronics,2024-09-12,등급취소,등급취소
-,Pop Crush,"Guangzhou Dingyu Information Technology Co., Ltd.",15세이용가,Samsung Eelctronics,2024-09-12,등급취소,등급취소
-,Quiz To Earn Money,Ksheba,전체이용가,Google Play,2024-09-12,등급취소,등급취소
-,룰렛 룰렛 고！,권범수,전체이용가,원스토어,2024-09-12,등급취소,등급취소
-,Aqua Slots,Atom Value Technology,전체이용가,Google Play,2024-09-12,등급취소,등급취소
-,LotoClub,ion croi,전체이용가,Google Play,2024-09-12,등급취소,등급취소
-,Awesome 2048,"Hefei Shenyou trading Co., Ltd.",15세이용가,Samsung Eelctronics,2024-09-12,등급취소,등급취소
-,Slots Jackpot Casino Free Games,YO INFORMATI ON TECHNOLO GY AND COMMUNIC ATION COMPANY LIMITED,전체이용가,Samsung Eelctronics,2024-09-12,등급취소,등급취소
-,Coin King - The Slot Master,Qublix Games,전체이용가,Google Play,2024-09-12,등급취소,등급취소
-,Balls Soft,Kido Games INc,전체이용가,Google Play,2024-09-12,등급취소,등급취소
-,Bingo Story Fun: Bingo Money,GAME TVY,전체이용가,Google Play,2024-09-12,등급취소,등급취소
-,Robux Shooting Easy Robux Earn,DarkonGam es,전체이용가,Google Play,2024-09-12,등급취소,등급취소
RE-OM-241010-001,Combat Operatives,Theus Games,15세이용가,Google Play,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-002,Biozombie of Evil 2,G55.CO,12세이용가,Google Play,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-003,HordeZ,Winiature,12세이용가,Google Play,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-004,Gun Fire Commando Mission Game: Offline Army Shooting Games,OCCESS LLC,15세이용가,Samsung Electronics,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-005,Sniper Hero: 3D Shooting Games,Fun Racing Action Games,15세이용가,Google Play,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-006,Gun Strike: Gun Shooting Games,OneUp Town,15세이용가,Google Play,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-007,Zombie Shooting Offline Games,kingfisher games,12세이용가,Google Play,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-008,Open World Gangster Theft Auto,Hash Gamez,12세이용가,Google Play,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-009,Final Days,Final Days,전체이용가,Google Play,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-010,MAZE WAR,Matrix Gaming,12세이용가,Samsung Electronics,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-011,Sniper Army 3D,DDNK Gaming,15세이용가,Google Play,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-012,Army Commando Battleground FPS Shooting Gun Games Offline,OCCESS LLC,12세이용가,Samsung Electronics,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-013,EverSpin,Backpack Games,4+,APPLE,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-014,Clover Slot Bingo,"Shanghai Aoniu Data Co., Ltd.",12세이용가,Samsung Electronics,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-015,에코칼립스: 진홍의 서약,Yoozoo (Singapore) Pte. Ltd,12세이용가,Google Play,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-016,에코칼립스: 진홍의 서약,Yoozoo (Singapore) Pte. Ltd,12+,APPLE,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-017,Perfect Life: Visual Novel,Faifly LLC,12+,APPLE,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-018,Match Tile : Sexy,WolBong,15세이용가,Google Play,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-019,Sexy cross girls: word puzzle,Waste Interactive,15세이용가,Google Play,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241010-020,Sexy royal girls: blast match,Waste Interactive,15세이용가,Google Play,2024-10-10,직권등급재분류,청소년이용불가
RE-OM-241017-001,Ground Wars - Battle Royale,Ground Wars,12세이용가,Google Play,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-002,Gun Games 3D: Offline strike,NT-Studios,15세이용가,Google Play,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-003,Squad Battle Gun Shooting Game,GameSourc e,전체이용가,Google Play,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-004,Commando Strike: War FPS Games,fighting games,15세이용가,Google Play,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-005,Counter cover strike 2021- Gun shooting Games,Fun Racing Free Games,15세이용가,Google Play,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-006,Cover Strike 3D Shooting Games,Play24 Game,15세이용가,Google Play,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-007,Happy Racing - Online Wheels,Playgendary Limited,12+,APPLE,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-008,Walking Zombie Shooting Game,Sahir Lakhani,12+,APPLE,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-009,Western Cowboy Zombie Hunter,Guray Tastan,9+,APPLE,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-010,Archer Defence: Hunt Zombies,omer cetin,12+,APPLE,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-011,Sniper Rescue America,Tugberk Kilinc,12+,APPLE,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-012,Island Survival: Zombie Games,Tanvir Ahmad,12+,APPLE,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-013,Gun Strike Critical Shooting,Muneeb Mahmood,12세이용가,Samsung Electronics,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-014,Sniper from turkiye,TooPanda Games,12세이용가,Google Play,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-015,Zombie Apocalypse,Soumen Developmen t,12세이용가,Google Play,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-016,Death Island,ElytraStudio s,전체이용가,Google Play,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-017,Dinosaur Hunting: Animal Games,GamesCraft Studio,12세이용가,Google Play,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-018,Gun Striker FX 2: Shooting,RAGEDON GAMES,전체이용가,Google Play,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-019,Modern Strike Online: PvP FPS,Mikhalis Philippov,15세이용가,원스토어,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-020,Sniper Shooter Game Offline,Gamers Ice,전체이용가,Google Play,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-021,Monster Rampage VR,Alice Games FZE,12세이용가,Oculus,2024-10-17,직권등급재분류,청소년이용불가
RE-OM-241017-022,Gun Games - IGI Mission Games,Edge Game Studios,15세이용가,Google Play,2024-10-17,직권등급재분류,청소년이용불가
